id,listing_id,comments
914485,19778702,we had a great time the flat is very nice clean and well located our hosts were great and we recommend to stay at their place
930129,20068331,warm and cozy room in a smart modern flat plenty of room for parking thanks a lot
757175,16250276,i ve stayed at saem s apartments several times now and keep coming back super convenient great location great facilities you won t be disappointed
1038614,23129129,i stayed at jubel s place between 12 may and 16 may if you are looking to find a cheap stay in london close to trendy restaurant and bars this is your place the place was rather clean we had problems with the accommodation as there was another couple who had to move from our room to another room of the apartment but did not have the keys and jubel was very hard to reach on the second we did not have hot water as there was some issue with the boiler on the next day jubel cleared the issue but still it was inconvenient otherwise i had no other issues during the stay i forgot to mentioned that there is a rather unpleasant smell in the staircase outside the apartment i would stay it is worth a try if you are on a budget
850310,18266850,le lieu est vraiment atypique la chambre est originale et spacieuse avec tout le confort n cessaire stephen est plus que disponible il est toujours pr sent pour nous venir en aide ou nous tenir compagnie malgr la barri re de la langue stephen est tr s attentionn bien au dela de son r le d hote merci pour le s jour
901670,19503311,very convenient location just off main roads but extremely quiet with safe convenient parking clean and comfortable very happy to recommend this accomdation
901632,19503311,paul s place was really clean and in a convenient location for me we had a great stay the room was warm and comfortable with tv and dvds would recommend
747971,16051885,nice cozy appointment definitely recommend for anyone wanting to stay in this area perfect for couples
739494,15849399,the house owners are so kind and helpful love the beautiful garden and nice display big space nearby richmond park especially suit for family trip
1008889,22025111,leonie s home was great for children and especially our 6 month old we were provided with both a high chair and pack&play it was nice having two bathrooms the underground is about a ten minute walk leonie was very responsive
1008886,22025111,we had a stay in leonie s apartment during the christmas holiday period the apartment is exactly as described spotlessly clean and plenty large enough for our party of 4 adults and 2 young children the apartment was tremendous value and we would not hesitate recommending this apartment to all many thanks leonie lester and keiko
913535,19763087,would really recommend abdul as a host he is really sweet and very welcoming the flat is so nice with a lovely view and great location
732331,15628386,this is a nice spacious flat near king s cross station it has plenty of room for a family or two couples traveling the hosts were very nice check-in was super easy and they were communicative with our questions the only note i will share otherwise is the house seems to have been smoked in which was a disappointment
718615,15336278,fantastic apartment silver service & highly recommended airbnb spot i will definitely return especially amazing is that i originally booked another accommodation which let me down 2 hours before i was due to arrive stranded with my luggage in london i used instant book and they had someone waiting for me at the flat within an hour i was able to drop my stuff and get on with my day the flat is marvelous so centrally located and a very secure building with a fabulous cafe on the ground floor comfy bed very warm if you want it to be good bathroom and kitchen i stayed here alone but could easily do it as a couple do not worry about noise - once the double glazing is shut you cannot hear the street below and the bedroom is very very quiet very responsive to anything i required - whatever the time friendly and considerate of one s privacy thanks for the lovely time in london i will be returning
942149,20417035,i had a great time staying at bill s it s perfect for someone who s traveling alone and wants a place for themselves bill was there when i checked in and helped me to get up the stairs with my luggage he s an artist and your room has an edgy look with vibrant interiors and his colourful paintings there s mood lighting in the room which adds to the ambiance and small plants hanging on your window which gives you that pleasant feeling before you start your day he s very attentive and helpful this was my first time in london and would want to come back here again bill thank you for showing around a bit and being so helpful
949039,20575884,we really enjoyed our stay in may s flat it s exactly as pictured and described it was spacious and clean being from the united states we struggled in using some of the appliances as we aren t familiar with them we were able to hidden by airbnb user manuals for the questions we had we did struggle to find the flat but again that may be because we aren t familiar with the address system in london the location was great as it had a few bus stops right out in front and a short walk to the tube my only complaint would be the comfort of the mattresses in the bedroom we were so tired by the end of our day we slept well anyway may was extra thoughtful in sending an additional treat our way on new year s eve as well overall a great stay
802194,17261748,great spot in a great neighborhood roger was welcoming and an excellent host the flat is compact but has everything we needed and more - a laundry machine an iron a full kitchen and it s close to a grocery also close to good bakeries and pubs and of course just a short walk from the underground and the heath wonderful spot - we d stay at roger s again
930281,20072172,we were very satisfied perfect place near city of london for perfect price room was clean situated in quiet location the communication with lou was very fast and hassle-free
795282,17119672,fantastic experience the location was perfect so it was a joy to set out from in the morning and the room was beautiful and airy so it was a joy to return to at night vasily was both friendly and accommodating
1007018,21964890,great place good location only thing needed was bigger normal sized towels the towels were not much bigger than teatowels used to dry your dishes enjoyed our stay
834121,17901456,we stayed in luis house for 2 days he was very precise even if we didn t see him nice bedroom with a balcony bathroom upstairs and kitchen shared with other people we found the bedroom and the bathroom not very clean infact there was dust i think it has been a pity because without it would have been much comfortable
834218,17901951,size of flat was spacious needs major attention to cleanliness and also bed mattresses need replacing they are old and have springs protruding area is not ideal for tourists working area except access to trains is good took a bit of time for host to reply on day of arrival & departure
740490,15865696,very good experience overall aarti is a very kind girl well organised responsive and helpful she provides you with everything with breakfast ready in the kitchen all basic things like towel at bathroom flat is located in a modern building situated in a quiet neighbourhood clean extremely bright airy two modern bedrooms two bathrooms living and kitchen in a large quite flat flat is walking distance from the bermondsey station jubilee line other great transport links available at walking distance borough market the shard tower bridge city hall are also reachable within walking distance or for lazy people one tube stop non-stop groceries are close by i would recommend this flat to anyone but especially to a family like us is a great solution and also a very good deal
654068,13922625,the apartment was everything that was portraited in the listing the location was perfectly fine and everything was as expected the location is run by a management group so not as personal as some of the others we stayed at but well organized we would recommend it to others
891487,19265570,pros great location close to a couple different tube stops good value for what you get good communication with host cons the pigeons there were a family of pigeons nesting in the outside fire escape/stairwell outside the window of the flat they constantly squawked and booted in the morning as the sun rose and they also made noise as i was trying to take afternoon naps resting up for the evening i wish someone could relocate the birds but i d hate for them to lose their nest
997739,21722672,very welcoming hosts well-designed room conveniently located in east london flexible in accommodating unforeseen changes making all of it a comfortable and hassle-free experience would definitely recommend
753140,16162017,nuestra experiencia en la casa de marlon fue muy buena nos sentimos muy c modos y a gusto el lugar es tal cual como se ve en las fotos un lindo barrio tranquilo cerca de estaciones de bus subterr neos y supermercados marlon siempre se mostr atento y predispuesto a nuestras inquietudes una persona muy c lida y agradable gracias por todo sin duda lo recomendamos
799552,17183129,in a word outstanding book this place you won t be disappointed a well thought out beautiful space
800880,17227446,mike and sharmain s place was beautiful the room was clean and welcoming sharmain and mike were wonderful hosts it was my first time in london relocating and they were so helpful with local knowledge and recommendations they worked around my check in time and had excellent communication at all stages of my stay and great facilities i even extended to 9 days total i would definitely stay again and highly recommend their place
889789,19234939,fantastic location and would have been a great flat but had to spend several hours the first evening cleaning what was clearly longstanding grime and chaotic cupboards helen was most apologetic and said that they had just changed the cleaner because of complaints knowing that they should have made sure it had been cleaned properly once i had cleaned it i had a nice stay let s hope that they have resolved the cleaning problem going forward i asked for a refund of my cleaning fee to which helen agreed to date no refund has been received
1069439,24373434,fantastic studio in prime location oliver was also a very responsive and accommodating host
826639,17742079,an excellent host and an outstanding place right next to greenwich park clean comfortable and very welcoming communication excellent - would heartily recommend
826600,17742079,a fabulous place to stay close to the heart of everything in greenwich kevin was friendly very helpful and great communicator we thoroughly enjoyed our stay the rooms were clean bright and had everything we needed
945295,20486930,fabulous place fabulous location and didn t have to catch a train once lovely and warm and quiet most of the time except for one neighbour early saturday morning but didn t spend long in the apartment to be disturbed by it we were very happy to spend our few days there and will return thank you
957900,20813262,induce a error la descripci n del alojamiento las fotos son enga osas pues es un estudio y no un apartamento lo del desayuno incluido deja mucho que desear
790416,16985671,excellent location easy to get everywhere and easy to find really clean room and very good service no curfew which was nice
723207,15441737,lana s place is extremely nice very close to several means of public transportation tube overground bus it s a nice room full of commodities from a toaster to a kettle from a sofa to books about london the hosts were nice easy to talk to ready to give us good advice on places to visit based on our interests and even open to share their food with us it was definitely a great airbnb experience
756797,16242756,un petit appartement tr s bien situ tout proche de kensington garden assez bien quip m me si la tv n a pas fonctionn nous avons pass un bon s jour
798124,17158096,quartier agr able calme et bien localis dans londres proche d une station de m tro roger est un h te accueillant et discret qui a su nous aider dans l organisation de notre s jour il a t tr s r actif dans toutes ses r ponses par email petit-d jeuner de bonne qualit et vari
798111,17158096,stayed with roger twice now and both times been a pleasure
898372,19445382,the flat is located in a very convenient location it is near the oval station and the bus stops are close by they have several places to eat which we tried the ethiopian place was our favorite the three rooms were well furnished and had everything we needed we were provided good suggestions about places to eat and go to there is a washing machine/dryer you will need to get the manual from matt/john to learn to use it it is a different system compared to the states be aware that this is in a remodeled children hospital so it isn t your typical flat or home there is a lift so it is fine getting luggage up and down there are heaters throughout but in one of the upstairs room it isn t as pronounced the hosts are outstanding they are kind and will take care of your every need they will respond to every question no problems there
1056251,23806710,this flat is adequate i travelled alone and was a bit unsure of the area at first however that settled for me the bed is up against a wall and would be challenging for two noise is a factor pigeons scuttling in roof cavity recommend ear plugs the location is a good walking distance to oxford circus avoiding edgware rd and winding through less busy streets to marlebone and soho
799224,17178766,i had a great week s stay at gloria s while working in london it is very easy to get to from the centre of london having good bus and train routes a few hundred metres away the house and room are very nice warm clean and spacious however gloria is the real star - she is friendly and helpful she took time to explain how to find the house when i got lost hidden by airbnb maps takes you to the wrong side of a big fence and how everything worked in the house i would be very happy to stay here again and recommend it to everyone -
1048050,23468507,andreea is an amazing host from communicating before turning up nothing was too much trouble her place is sparklingly clean and she was able to give me some useful tips whilst on my stay the location was perfect for me and the dlr and buses are 5 minutes away to take you anywhere you need whilst in london would definitely stay there again
1002617,21839493,muy bien ubicado llegas en metro a todos los lugares turisticos el barrio tranquilo el lugar es aceptable y a buen precio recomiendo
1075838,24671835,it was a great place in london especially for young people
931135,20097815,this flat is in a terrific location an easy walk to baron s court but yet just far enough away to be free of traffic noise it is a spacious apartment which makes it great value for the cost as a single female traveling alone i did find the front entry and stairs quite dark and i wished the flat door had a secondary deadbolt or chain lock just for additional peace of mind since i was unfamiliar with the neighborhood
965648,21002375,they write breakfast available but dont expect it because they provide some very long back expired milk very small bathroom
837803,17985977,our stay at jennifer s home was perfect me and my family stayed 3 nights and we couldn t have asked for more the apartment was extremely clean and everything we needed was at our disposal it was a home away from home whilst it was very close to the excel centre which was perfect as my sister was exhibiting there it was also very easy for me to go into london city centre whenever i wanted because of the royal victoria light rail station opposite the apartment as one stop to canning town and use of the underground from there was all it took on arrival jennifer had left us chocolate and fruit which was a lovely jesture and jennifer also explained to us everything we needed to know if ever i am back in london and in need of an apartment this is the first place i shall look thanks jennifer and also thank you to your partner who was just as welcoming in checking us out of the apartment i would say for anyone who was looking for an apartment in your area to book at your home all the best conor
662119,14131877,harriet s home is just as delightful as pictured it is spacious sunny and full of nice details that make it feel extra special harriet was a lovely host that was very easy to communicate with and left us with an extensive and thoughtful collection of information about the home and the area so that we constantly had answers to any question the house was incredibly clean and organized and we really enjoyed our stay highly recommended
1076801,24720021,dahlia is a great host i stayed at her place for 2 nights and she provided me with all that i needed during my stay lovely accommodation and great location near the city centre i would definitely recommend staying at her place due to extreme hospitality and kindness
988229,21497776,great home kept to a great standard great value for somewhere of this quality can t recommend highly enough
1111824,26853347,this is a perfect budget place to stay basic no frills good value accommodation a few minutes walk from tube train and bus services to central london easy to get a taxi on the street 24 hours near to supermarket bars restaurants and fast food outlets without being too close
981208,21356629,we had a lovely stay at this property - the house is really well kitted out with children s toys and equipment and the living space was really spacious for the adults to enjoy too
1087594,25233004,diciamo che non stato molto bello soggiornare in questo appartamento perch era molto sporco le asciugamani avevano delle macchie a terra era sporco in bagno c erano capelli ovunque povera in tutta la casa noi eravamo in 4 e c erano solo 2 sedie di cui 1 rotta in fine l appartamento era molto centrale con locali e supermercati aperti fino a tarda notte molto facile muoversi con i bus o metro
912951,19748627,a lovely stay at a comfortable place i was made very welcome
987747,21484084,it s a very comfortable stay at ali s ali is very nice and considerate highly recommended
1130812,28301700,great flat amazing host very close to tube station highly recommended
904085,19560669,the apartment is tidy and beautiful the location is very good but the noise barrier is not good
944489,20464790,the apartment is in excellent location very close to several tube/central train/bus stations it was also super clean and tidy with everything that you may need provided - like dishwasher proper cooking facilities with well equiped kitchen as well as washing machine which was much appreciated the apartment is also very close to lots of cafes/restaurants in the area the only comment about the check in is that the black code screen on the flat door does take getting used to but we would recommend overall
711808,15175078,excellent host magdalena was very helpful and informative the flat was extremely close to center and was a avery pleasant and comfortable stay
803990,17301524,great location clean but maybe needs a new coat of paint great light but would recommend light blocking blinds because it was so bright in the morning
735816,15742299,we had a wonderful time at alex s place it is a lovely neighborhood within walking distance to nice pubs the park and camden market also very convenient to get to from the subway we would definitely recommend
1018522,22365729,wow what a fabulous and beautiful apartment very pleased with this location only thing is bring some extra toilet paper and wifi isn t totally reliable other than that - amazing stay very stylish and great hosts would stay here again
1081149,24926872,comfortable clean well appointed flat great location on the distric line some delays communicating with hosts to resolve minor issues but all issues eventually resolved and they offered compensation for the difficulties
970245,21109608,makeda is the friendliest person you could hope to meet 3 lovely kids as well we chatted a lot and she made me very welcome the bed was comfortable and it is a quiet area i could have done with a slightly bigger towel but the heating was on all the time and i look forward to going again
1040753,23214322,la ubicaci n del apartamento estuvo s per pero la comunicaci n fue un poco complicada es un buen espacio para estar de pasada donde puedes acceder f cilmente al transporte p blico y viajar a donde sea dentro de londres
1082673,24985863,el departamento esta muy bien ubicado a unas cuadras del metro por lo tanto te puedes mover muy f cilmente por todo londres hay muchos restaurantes al lado y dos supermercados grandes muy cerca tiene todo lo necesario para
949193,20578001,100% enjoyed the stay at rishin s place very convenient close to the tube hyde park on walking distance suitable for family highly recommending this apartment
912566,19731511,this is truly a beautiful apartment with even more beautiful scenery everything was spotless easily accessible and just a short ride to/from central london truly a remarkable apartment and well worth the money that you pay
784202,16879063,bad wifi very very very very bad not clean windows bad- noisy sofa needs to be changed not for a long stay not for three peopl good location
774408,16682184,my parents stayed at laney s flat for 4 nights and enjoyed it very much the flat was clean and lovely laney communicated very effectively and was always there when needed nothing to complain i highly recommend her thank you
1039158,23146821,overall the place is very convenient and is very close to city center and the underground station the only negative experience i had was when i opened the cabinet door in the bathroom i saw a bunch of molded towels i m not sure if those towels are for customers but it is still a huge turnoff other then that the place is very good and very good value
681140,14532620,marie was lovely helpful and friendly the room was really clean bright and spacious the rest of the house toilet bathroom kitchen garden etc was very clean and pleasant as well thanks marie
681146,14532620,already miss shady and prince they are such an amazing bonus marie is absolutely lovely always tries to help wherever she can we had long conversations and i find her very straightforward and honest who is always happy to give advices and takes good care of her airbnbers the room and the house are both very clean and stylish and the two dogs well definitely will be back for more cuddles
781178,16834472,this place is fantastic beautiful clean located near great restaurants easy walk to tube safe neighborhood not touristy so a welcome break from the crowds we were met at check in to walk us through the place and given recommendations for the area couldn t have been happier and recommend it highly
949809,20589772,had an amazing time staying at this place kind host and amazing family very helpful and considerate highly recommended
949810,20589772,shumit and bilkis are very lovely hosts this was my first airbnb experience and possibly the best i could have they were very kind helpful and considerate the room is big and clean everything you need will be provided towels soap lotions potions even tooth paste etc definately would recommend
713893,15228113,this is the perfect place to live in london its a nice quiet area close to the center of london the apartment is only 15 minutes by foot from london eye and the busstop is exactly outside the apartment door the bus will take you to london eye westminster bridge trafalgar square picadilly circus and marble arch you also have the underground about 5 minutes away from the apartment gavin is the best host and very serviceminded he answered both phone and messages very quickly at all times i strongly recommend
860936,18525265,great location quiet spacious flat within a few minutes walk from lively centre of twickenham - great hosts very helpful very friendly - heavily recommend as a base for a stay in swlondon
956467,20781314,ray place is very central and near the important streets but is not a quit neighborhood a lot of ambulance a hospital in the near and police passt there i felt me very safe there
1069304,24369262,nice flat close to two major underground stops enough space to be comfortable
995509,21673573,best host ever we are still absolutely amazed by lisa s hospitality we felt truly looked after and were offered help on every step of our journey the place itself is very well located with easy access to the city centre couple of minutes walk to the nearest station newbuilt with great views and access to the roof terrace everything fresh and in immaculate condition we can recommend staying with lisa to everyone and would happily visit again
731497,15615527,lovely place had the opportunity to meet and interact with individuals from different places of the world that were either students or were there for work nice experience
1091594,25450765,very friendly owner and good location room is clean and comfortable you can find everything you need around there
998326,21728956,the hospitality i received was outstanding and the cleanliness of the home was great i felt welcomed and i was happy to be there i would definitely stay here again
683235,14592544,great place to stay very good location and nice apartment great help of the owners
770743,16597889,outstanding hosts and good location for heathrow we cannot speak highly enough of this airbnb experience they went above and beyond with their kindness thank you very much for everything
987969,21487948,this is the second time i booked with beryl the first time was the best experience i ever had with aibnb as per hospitality arrangements and accommodation quality this was confirmed this second time and i will definetely book with them again whenever available
1105012,26382291,very charming apartment in a great area cathie and her partner were amazing and answered all my questions
755649,16214899,my friend and i really enjoyed staying at kaine s place the room was very spacious lots of space to laze around and re-pack your luggage if you re going to do a lot of shopping like we did and clean the bathroom is on a separate floor and it s shared with others staying in the house but it wasn t an issue for us the location is really very ideal with the shopping area and the underground just a five minute walk away and there are some nice places to eat and a sainsbury s local nearby as well if you re craving for a late night snack for anyone who is concerned about safety the two of us ladies felt safe walking around the area at night always be alert of course overall a great experience and i would certainly recommend kaine s place
712159,15184802,alex s house is really beautiful and spacious with a pleasant garden the rented room is clean and comfortable located in the attic giving guests privacy the house is very close to bus stops and tube alex is a very friendly host communicating with him was absolutely no problem thank you for all
720609,15385361,chris s place was great adorable neighborhood just steps away from both the farringdon rail station & tube station & great pubs we had a great stay
726815,15519263,wonderful trip to london thanks to claude and michael claude is a very attentive and organized host furthermore he know london as his pocket and don t hesitate to give some advices about places to visit we feel like at home the location is cozy spacious and quiet even if it s in the center many bus and underground stations shops near the flat etc and there s a charm that a hotel can t give we recommend this place for any travelers particulary couples good for both short trip or long holidays thanks again claude and michael and see you antoine & juliette
658272,14034502,it was a smooth checkin checkout wonderful location dipen host made nice arrangements before we arrived staff concierge at the apartment were not very pleasant and hopefully its taken care of in future
759816,16296702,this was a perfect place for me to stay for three nights while visiting london david was very welcoming the room is spacious light and nicely designed and the neighborhood offers lots of interesting small shops and restaurants the underground is less than a ten minute walk away and access to central london is easy i found the large friendly cat an additional attraction
954182,20694941,yaz is awesome the apartment is amazing both central and quiet close to public transportation in the magical neighborhood of camden town
744716,15971419,great flat i felt very well in thanks to stela for her availability
1060591,23969328,located in a energetic vibrant part of town where there s lots of shops residences and all sorts of people from different backgrounds some good restaurants and grocery stores close by good bus line into zone 1 & 2 and more stayed in the upper studio flat there s a flight of stairs kitchen bathroom two beds no air conditioning but owner provided a fan when requested owner responsive to requests problems with the water temperature in the shower which owner tried to fix while we were occupying the premises
1067832,24310130,sylvester is a amazing and great host everything is perfect and clean in his house the place is very good which is close to restaurants tube station and shops 5 minutes to piccadilly line 30 minutes to the central city he also prepares good snakes for us by the way the yard is lovely if you want find a place which is convenience and not far from central city this is the best one i m so lucky for living here when i stay in london the is the chinese review for people who need them 5 30
903212,19539685,beautiful flat with fantastic amenities my husband and i stayed 5 nights and absolutely loved having this flat to come home to after a long day touring around london we used the pimlico underground constantly which was very convenient we wouldn t hesitate staying there again highly recommend
920633,19890182,this is a charming comfortable clean and well appointed home i would love to stay here again mh was very responsive to all our questions and very helpful all around
816324,17569828,antonio is an amazing host the room and facilities were extremely clean and he was nice and received us very well i highly recommend his place it s just far from the centre about one hour if you are looking for tourism but the train station is really close which facilitates your locomotion it was great anyways
782585,16858407,this home is located on a magical spot the london fields park is 5 feet away and there are very cool and hip restaurants and shops around the corner a lot of families and cool people live in this neighborhood making it a good get away place the hosts were very sweet and easy going
763447,16389550,the communication was fluid since the beginning although we met them only a few minutes during our stay we could see that libby and jordan are nice and generous people and with a great taste for interior decoration we appreciated all information and reviews they provide to visit the area around and center london as well as tea and coffee at home we highly recommended this flat thanks to them
1036570,23055141,very well located - 7min walk to paddinghton convenient for catching a flight close 200m to hyde park warm welcome in spite of last minute booking
894082,19353227,el departamento es bellisimo muy bien equipado y se encuentra en uno de los barrios mas bellos de londres a pocos minutos de bus de las principales atracciones todo mas que excelente
1010225,22075700,beautiful home in a lovely neighborhood real classy apartment prefect for three friends enjoying north london
896553,19405682,close to bus station central place on a budget but not recommended for romantic escapades host was outstanding and the description was accurate
1017329,22312364,this home is in a very nice and quiet neighborhood the bedroom and common areas had very good space making me feel really comfortable they were very clean as well host has very good communication with his visitors
859311,18474480,le logement est tres propre tres bien amenag et avec soin la salle de bain est tres fonctionnelle et la cuisine tres bien equipee lisa est tres arrangeante et tres agreable nous avons beaucoup aim et gardons l adresse pour revenir
1036705,23055958,al llegar estaba todo limpio el problema es que hab a c mo diez habitantes en todo el departamento y al pasar los d as nadie vino a limpiar ninguna zona com n ten an un problema con las cloacas tapadas de momentos estabas cocinando y sub a agua por la bacha de la cocina con olor a materia fecal el olor inundaba todo el ambiente le escrib a lvaro el cual dijo que resolver a el problema en el d a pero no fue asi el lavarropas no estoy segura si funcionaba el secador de pelo hab a uno solo para todos y siempre quedaba en alguna habitacion ya que en el ba o no hab a enchufes para poder usarlo
937718,20263873,this is a stunning flat with beautiful views of the thames the room is very comfortable and the host very accommodating we checked in late and had clear instructions to follow and could get keys from a 24hr concierge i would recommend this place to anyone wanting to stay close to the o2 or london stadium
937920,20266687,it was a very quiet and clean room in a well located flat the price was a bit too high for my budget but i booked the room because the building had an elevator and my companion had mobility needs abdul was lovely and welcoming
736354,15762196,decent place kind of in a rough part of london clean place for the most part but the wifi was definitely one of the worst wifi s i ve had to be connected to as it barely reached the upstairs room other then that it was a okay stay
932725,20149495,yasmin and freddie were very welcoming and responsive when i arrived and offered to verify my departure terminal there are a few local shops within 10 minutes walk which allowed me to pick up a sandwich in the evening the free airport shuttle is also within 10 minutes noise level was no issue despite the proximity to the airport all in all a very good address for a 1 night stop over to catch the early morning plane
924638,19963254,perfetta x una famiglia di 3 persone e molto comoda per chi deve muoversi in mile end
792033,17023623,adrian y stephanie son muy amables y te ayudan en todo momento a lo que necesites nada m s llegar te ofrecen un t caf agua o lo que quieras son muy serviciales y educados la casa muy limpia y la habitaci n muy c moda dispones de la cocina para desayunar te ofrecen un desayuno ingl s f cil acceso al metro sin duda cuando vuelva repetir recomendable 100%
719328,15348594,great apartment and location the apartment is comfortable and stylish very convenient for public transport
678870,14483521,het huisje ligt naast het station dus je bent zo in hartje london het appartement is compleet fijne keuken en vlakbij de pub
677733,14466911,this was my second time staying at sree s apartment as i had such a great experience the last time i was here she is an accommodating host and easy to communicate with the apartment is in a fantastic location clean and spacious i have stayed in many airbnbs and sree s place is definitely at the top of my list
984971,21431091,very nice and cosy flat good neighborhood close to the underground and bus stop i will recommend this place to anybody
918111,19840402,ruchira s place is a must stay nice cozy room and an amazingly warm host that she is i would give it a 10/10 solo female travelers must consider it is as a wonderful safe option don t think twice just book it
988241,21498318,very well located within minutes walk to london s number 1 attraction very friendly and helpful group of hard-working young men who assisted us when ever needed good clean apartment with fantastic views thanks f
900059,19472116,as a first timer we were a bit sceptical before meeting paul but he was brilliant very friendly and polite as well as welcoming us into his home great stay and a perfect place to stop over 100% recommend
1003914,21873114,this is a lovely apartment situated in a part of london which is full of character and has excellent transport link to the centre of town it s a homely flat with great kitchen a very comfortable bed a good shower and a small garden the road is very quiet and the broadband was fast it was a very enjoyable stay
787119,16915683,the room is confortable the house is 10 minutes walking from the nearest underground station it takes 25 min to london for us it was easy to travel the host is very gentle kind and avalaible not too invandent he helped us a lot also to find a way to get to the airport very early in the morning we surely reccomend this and we surely will come back
826300,17740024,amazing big room that was perfect for 3 of us to stay in gabe was great at communicating and very helpful for check in and showing us around meeting us early so we could drop off bags before our day out great location and would stay again
847453,18192585,samir and his mother were both so welcoming samir went out of his way to give clear directions and to keep in touch during our stay by mobile we were touched by the warmth of their hospitality
735538,15732465,appartement id alement situ au coeur de londres 10 min du london eye on peut tout faire pied encore merci max pour son accueil
1096385,25856109,christina and leslie were quick to respond to our questions they provided a very informative check-in and a guidebook was available for us to refer to for further information about our stay the property and its amenities the b&b was superbly clean and the location was a 12 minute walk to king s cross station and a tesco was also nearby a bus stop was also a minute walk away a very convenient location indeed christina and leslie were wonderful and friendly hosts they really care about their guests and want them to have a great stay
981265,21357282,really good for the price especially because tube connections are pretty good and it isn t too far from the next station it can be a little noisy during the night but i expected that in such a big city generally i was very happy with the apartment and i had a good time there
698790,14914551,nice place to stay close to tube stores fast transit to city center
926358,19990510,alvaro s apartment is great for a stay of a couple of days like ours there is really not much that isn t provided we were particularly happy about the fridge where we were able to put our yoghurts and smoothies
979329,21304398,thank you so much this was the perfect place and amazing view liz was very helpful abs an awesome host would definitely stay there again
830440,17818925,good location only 2 stops on the underground from the city and only a few minutes walk to the station good big room which was very clean and a very nice breakfast thoroughly recommended
777658,16747890,we thoroughly enjoyed our stay in this lovely flat the location is fantastic and the whole booking and check in process was very quick and easy would definitely recommend it
945444,20489399,everything was great there wasn t any problem ewelina was nice and helpful the house and the room were the same with the advertistment
729874,15597489,we have been checked in with an automated system that was really efficient jesol was really fast to reply the house was quite clean even though quite noisy due to the other guests there are 4 rooms in the house
968666,21076026,very nice place with a garden rachel is very helpful great communicator & easy going i will come back
1107489,26521940,susie is super helpful and her place is really cosy and comfortable complete facilities and convenient transportation 3-5 minutes walk to the rail station underground stations and bus stops would definitely book another stay here next trip to london
742182,15900139,pm is a host that repects your privacy but does respond rather timely to requests and issues the apartment is good value for the price and located in a very convenient spot not everyone will think highly of elephant and castle but we think it is quite lively and actually safe enough the apartment can be easily improved with better blinds and curtains and nicer pillows too the kitchen hob was not working during our stay and we also think kitchen utensils should be replaced to make cooking easy without problems overall we think it was fair value given london s expensive rental everywhere but apartment can be easily improved with limited expenses
656995,14003878,our stay was superb and we were sad to leave the attentiveness of zula was spot-on from the get-go and even though my reservations were made months in advance zula was very accessible and attentive to questions etc in the time leading up to the trip the welcome we received by her father richard when we arrived was far above and beyond anything we would have ever expected not only did he provide each of us four adults with our own key he arranged for one of us who was coming at a different time to get the key from him separately which i thought was very accommodating of him also he actually had fresh fruit all kinds of milk and juices snacks and a gorgeous bouquet of fresh flowers waiting for us which we never would have expected honestly the flat itself aside the generosity of this host was second to none the flat was extremely quiet inside even though the street was bustling during the day we arrived on a saturday which was a busy tourist day on the street but we stayed all week long and noticed tourist vibe was gone as soon as the weekend was over - this flat was absolutely beautiful and very atmospheric with lots of creative artsy touches like a curved door entry into the bathroom skylights lovely eclectic decorating super cozy bedding cool roof-top view from the kitchen window etc one of the many features i so appreciated is that is seemed like everything had been thought of there was literally a reading light in every spot where one would need one and a hook for every towel and coat etc etc there were lots of cozy nooks to sit with one of richards many interesting travel books and the patio garden was enchanting early in the morning note the door to enter the flat is literally in the doorway of a shop entrance zula told me this in advance which made the place easy to find could have been tricky to find the door had i not known to look in a shop doorway also when leaving the flat in the later hours of the day it s a good idea to leave the entryway light on for yourself so you can see your way through the inner hallway to the flat upon your return -
709757,15126590,excellent flat as other reviews it is much bigger than it looks on the pictures felt right at home here as soon as we arrived the location is good tucked away so quiet but within easy access of buses and shops loved it thanks melissa
969904,21103898,alex s apartment is in a great location- close to train station restaurants and shops the apartment has all the amenities required for a short or long stay also nice and clean
1054119,23711151,dylan was a great host he cared about us before and during our stay gave us a lot of recommendations regarding things to do restaurants to eat pubs to drink perfect indications about the house the appartement is perfect for a couple not far from the centre and quiet
861796,18541264,vanessa was kind helpful and a communicative host my trip to london was very relaxing and stress-free all thanks to her the next time i am in london i would not hesitate to book another reservation with her
661038,14104486,what an amazing location it was a 20 minute walk from everything i put 20 on my oyster card and barely used it the room was a bit cramped especially the bathroom other than that it was great i would stay here again
657276,14005438,small studio in a great location five minute walk to south kensington underground station perfectly comfortable clean with plenty of linens provided
657270,14005438,nice cozy apartment in chelsea 5-15 minute walk to sights and attractions makes it one of the best located in london
766577,16463402,blas s place was absolutely lovely in every way from the nice decorations to the cleanliness to the consistent and clear communication this airbnb was perfect for my and my friend s stay in london putney isn t too far from central london at all and we found it an enjoyable ride on the tube it was so nice to come home and relax at blas s place would highly recommend to anyone
1113691,27009534,very clean location with easy check in very closed by the betterseapark and bus station better for 4 people than 6 everything else was fine
879361,18990944,silvia was a perfect host who was always available for any questions during my stay the flat was very clean and i d certainly look to book again in the future
931868,20130582,nice little room with a comfortable double bed in a quite but central part of london the apartment is close to the underground and walking distance from the thames i d recommend this place
